country,role,name
Slovakia,Min. of Defense,Peter GAJDOS
Slovakia,Min. of Economy,Peter ZIGA
Slovakia,"Min. of Education, Science, Research, & Sport",Martina LUBYOVA
Slovakia,Min. of Environment,Laszlo SOLYMOS
Slovakia,Min. of Finance,Peter KAZIMIR
Slovakia,Min. of Foreign & European Affairs,Miroslav LAJCAK
Slovakia,Min. of Health,Andrea KALAVSKA
Slovakia,Min. of Interior,Denisa SAKOVA
Slovakia,Min. of Justice,Gabor GAL
Slovakia,"Min. of Labor, Social Affairs, & Family",Jan RICHTER
Slovakia,Min. of Transportation & Construction,Arpad ERSEK
Slovakia,"Permanent Representative to the UN, New York",Frantisek RUZICKA
Slovakia,Pres.,Andrej KISKA
Slovakia,Prime Min.,Peter PELLEGRINI
Slovenia,Ambassador to the US,Stanislav VIDOVIC
Slovenia,Dep. Prime Min.,Boris KOPRIVNIKAR
Slovenia,Dep. Prime Min.,Dejan ZIDAN
Slovenia,Dep. Prime Min.,Karl ERJAVEC
Slovenia,"Governor, Bank of Slovenia",Bostjan JAZBEC
Slovenia,"Min. Without Portfolio for Development, Strategic Projects, & Cohesion",Alenka SMERKOLJ
Slovenia,Min. Without Portfolio for Slovenians Abroad,Gorazd ZMAVC
Slovenia,Min. for Public Admin.,Boris KOPRIVNIKAR
Slovenia,"Min. of Agriculture, Food, & Forestry",Dejan ZIDAN
Slovenia,Min. of Culture,Anton PERSAK
Slovenia,Min. of Defense,Andreja KATIC
Slovenia,Min. of Economic Development & Technology,Zdravko POCIVALSEK
Slovenia,"Min. of Education, Science, & Sport",Maja MAKOVEC BRENCIC
Slovenia,Min. of Environment &  Spatial Planning,Irena MAJCEN
Slovenia,Min. of Finance,Mateja VRANICAR ERMAN
Slovenia,Min. of Foreign Affairs,Karl ERJAVEC
Slovenia,Min. of Health,Milojka KOLAR CELARC
Slovenia,Min. of Infrastructure,Peter GASPERSIC
Slovenia,Min. of Interior,Vesna GYORKOS ZNIDAR
Slovenia,Min. of Justice,Goran KLEMENCIC
Slovenia,"Min. of Labor, Family, Social Affairs, & Equal Opportunity",Anja Kopac MRAK
Slovenia,"Permanent Representative to the UN, New York",Darja BAVDAZ KURET
Slovenia,Pres.,Borut PAHOR
Slovenia,Prime Min.,Miro CERAR
Solomon Islands,Ambassador to the US,Robert SISILO
Solomon Islands,Dep. Prime Min.,Manasseh SOGAVARE
Solomon Islands,Governor Gen.,Ajilon NASIU
Solomon Islands,"Governor, Central Bank",Denton RARAWA
Solomon Islands,Min. of Agriculture & Livestock,Maeue Augustine AUGA
Solomon Islands,"Min. of Commerce, Industry, Labor, & Immigration",William Bradford MARAU
Solomon Islands,Min. of Communication &  Aviation,Peter Shanel AGOVAKA
Solomon Islands,Min. of Culture & Tourism,Bartholomew PARAPOLO
Solomon Islands,Min. of Education & Human Resource Development,John Dean KUKU
Solomon Islands,Min. of Energy & Mines,Bradley TOVOSIA
Solomon Islands,Min. of Environment & Conservation,"Culwick TOGAMANA, Dr."
Solomon Islands,Min. of Finance & Treasury,Manasseh SOGAVARE
Solomon Islands,Min. of Fisheries & Marine Resources,John MANENIARU
Solomon Islands,Min. of Foreign Affairs & External Trade,George Milner TOZAKA
Solomon Islands,Min. of Forestry & Research,Samuel MANETOALI
Solomon Islands,Min. of Health & Medical Services,"Tautai Agikimau KAITU'U, Dr."
Solomon Islands,Min. of Home Affairs,Commins MEWA
Solomon Islands,Min. of Infrastructure Development,Stanley Festus SOFU
Solomon Islands,Min. of Justice & Legal Affairs,Derrick MANUARI
Solomon Islands,Min. of Lands & Housing,Andrew MANEPORA
Solomon Islands,Min. of National Development Planning & Aid Coordination,Jeremiah MANELE
Solomon Islands,"Min. of National Unity, Reconciliation, & Peace",Ishmael Mali AVUI
Solomon Islands,Min. of Police & National Security,Moses GARU
Solomon Islands,Min. of Provincial Govt. & Institutional Strengthening,Samuel GHIRO
Solomon Islands,Min. of Public Service,Connelly SANDAKABATU
Solomon Islands,Min. of Rural Development & Indigenous Affairs,Duddley KOPU
Solomon Islands,Min. of Tourism,Bodo DETTKE
Solomon Islands,"Min. of Women, Youth, & Children Affairs",Freda A. B. Tuki SORIACOMUA
Solomon Islands,"Permanent Representative to the UN, New York",Robert SISILO
Solomon Islands,Prime Min.,Rick HOUENIPWELA
Somalia,Ambassador to the US,Ahmed Issa AWAD
Somalia,Dep. Prime Min.,Mahdi Ahmed Guled KHADAR
Somalia,"Governor, Central Bank",Bashir Isse ALI
Somalia,Min. of Agriculture,Said Hussein EID
Somalia,Min. of Civil Aviation & Land Transport,Mohamed Abdullahi SALAD
Somalia,Min. of Constitutional Affairs,Abdirahman Hosh JIBRIL
Somalia,Min. of Defense,Abdirashid Abdullahi Mohamed OCHA
Somalia,Min. of Education,Abdirahman Dahir OSMAN
Somalia,Min. of Energy & Water,Salim Aliyow IBROW
Somalia,Min. of Finance,Abdirahman DUALE Beileh
Somalia,Min. of Fisheries & Maritime Resources,"Abdirahman Mohamed Abdi HASHI, Dr."
Somalia,Min. of Foreign Affairs & Intl. Cooperation,Yusuf GARAD Omar
Somalia,Min. of Health,"Fowzia Abikar NUUR, Dr."
Somalia,Min. of Information & Public Engagement,"Abdirahman Omar Osman ""YARISOW"""
Somalia,Min. of Interior Federal Affairs & Reconciliation,Abdi Farah Said JUHA
Somalia,Min. of Internal Security,Abukar Islow DUALE
Somalia,Min. of Justice,Hassan HUSSEIN Haji
Somalia,Min. of Labor,Salah Ahmed JAMA
Somalia,Min. of Livestock,Sheikhnuur Mohamed HASSAN
Somalia,Min. of Petroleum & Mineral Resources,Abdirashid Mohamed AHMED
Somalia,"Min. of Planning, Investment, & Economic Development",Gamal Mohamed HASSAN
Somalia,Min. of Ports & Maritime Transport,Marian AWEIS Jama
Somalia,Min. of Posts & Telecommunications,Abdi ANSHUR Hassan
Somalia,Min. of Public Works & Reconstruction,"ABAS Abdullahi Sheikh ""Siraji"""
Somalia,Min. of Relief & Disaster Management,Maryan QAASIM Ahmed
Somalia,Min. of Religious Affairs,Iiman Abdullahi ALI
Somalia,Min. of Trade & Industry,Khadra Ahmed DUALE
Somalia,Min. of Women & Human Rights,Deqa YASIN Haji Yusuf
Somalia,Min. of Youth & Sports,Khadija Mohamed DIRIYE
Somalia,"Permanent Representative to the UN, New York",Elmi Ahmed DUALE
Somalia,Pres.,"Mohamed Abdullahi Mohamed ""FARMAJO"""
Somalia,Prime Min.,Hassan Ali KHAYRE
South Africa,Ambassador to the US,Mninwa Johannes MAHLANGU
South Africa,Dep. Pres.,David MABUZA
South Africa,"Governor, South African Reserve Bank",Elias Lesetja KGANYAGO
South Africa,"Min. in the Presidency for Planning, Monitoring, & Evaluation",Nkosazana DLAMINI-ZUMA
South Africa,Min. in the Presidency for Women,Bathabile DLAMINI
South Africa,Min. of Communications,Stella NDABENI-ABRAHAMS
South Africa,Min. of Cooperative Governance & Traditional Affairs,Zweli MKHIZE
South Africa,Min. of Defense & Military Veterans,Nosiviwe Noluthando MAPISA-NQAKULA
South Africa,Min. of Economic Development,Ebrahim PATEL
South Africa,Min. of Energy,Jeffrey RADEBE
South Africa,Min. of Environmental Affairs,Nomvula MOKONYANE
South Africa,Min. of Finance,Nhlanhla NENE
South Africa,Min. of Foreign Affairs & Cooperation,Lindiwe SISULU
South Africa,Min. of Health,"Pakishe Aaron MOTSOALEDI, Dr."
South Africa,Min. of Higher Education & Training,Naledi PANDOR
South Africa,Min. of Home Affairs,Blade NZIMANDE
South Africa,Min. of Human Settlements,Nomaindia MFEKETO
South Africa,Min. of Intl. Relations & Cooperation,Lindiwe SISULU
South Africa,Min. of Justice & Constitutional Development,Michael MASUTHA
South Africa,Min. of Mineral Resources,Gwede MANTASHE
South Africa,Min. of Police,Bheki CELE
South Africa,Min. of Public Enterprises,Pravin GORDHAN
South Africa,Min. of Public Service & Admin.,Ayanda DLODLO
South Africa,Min. of Public Works,Thulas NXESI
South Africa,Min. of Rural Development & Land Reform,Maite NKOANA-MASHABANE
South Africa,Min. of Science & Technology,Nkhensani KUBAYI-NGUBANE
South Africa,Min. of Social Development,Susan SHABANGU
South Africa,Min. of Sport & Recreation,Tokozile XASA
South Africa,Min. of State Security,Dipuo LETSATSI-DUBA
South Africa,Min. of Tourism,Derek HANEKOM
South Africa,Min. of Trade & Industry,Robert Haydn DAVIES
South Africa,Min. of Transport,Blade NZIMANDE
South Africa,Min. of Water & Sanitation,Gugile NKWINTI
South Africa,"Permanent Representative to the UN, New York",Jerry MATJILA
South Africa,Pres.,Matamela Cyril RAMAPHOSA
South Sudan,Ambassador to the US,Philip Jada NATANA
South Sudan,First Vice Pres.,TABAN Deng Gai
South Sudan,"Governor, Central Bank of South Sudan",Dier Tong NGOR
South Sudan,Min. of Agriculture & Food Security,Onyoti Adigo NYIKWAC
South Sudan,Min. of Cabinet Affairs,Martin Elia LOMURO
South Sudan,"Min. of Culture, Youth, & Sports",Nadia Arop DUDI
South Sudan,Min. of Defense & Veterans Affairs,Kuol MANYANG Juuk
South Sudan,Min. of Energy & Dams,Dhieu MATHOK Diing
South Sudan,Min. of Environment & Forestry,Josephine NAPWON
South Sudan,Min. of Federal Affairs,Richard K. MULLA
South Sudan,Min. of Finance & Economic Planning,Salvatore Garang MABIORDIT
South Sudan,Min. of Foreign Affairs & Intl. Cooperation,Nhial Deng NHIAL
South Sudan,"Min. of Gender, Child, & Social Welfare",Awut Deng ACUIL
South Sudan,Min. of General Educations & Instruction,DENG Deng Hoc
South Sudan,Min. of Health,Riek Gai KOK
South Sudan,"Min. of Higher Education, Science, & Technology",Yien TUT
South Sudan,Min. of Humanitarian Affairs & Disaster Management,Hussein Mar NYUOT
South Sudan,"Min. of Information, Telecommunications, & Postal Services",Michael Makuei LUETH
South Sudan,Min. of Interior,Michael Tiangjiek MUT
South Sudan,Min. of Justice,Paulino WANAWILLA Onango
South Sudan,"Min. of Labor, Public Service, & Human Resource Development","James HOTH MAI, Gen."
South Sudan,"Min. of Lands, Housing, & Urban Development",Alfred Lado GORE
South Sudan,Min. of Livestock & Fisheries,James Jenga DUKU
South Sudan,Min. of Mining,Gabriel Thokuj DENG
South Sudan,Min. of Parliamentary Affairs,Peter BASHIR Gbandi
South Sudan,Min. of Petroleum,Ezekiel Lol GATKUOTH
South Sudan,Min. of Roads & Bridges,Rebecca Joshua OKWACHI
South Sudan,Min. of Trade & Industry,Paul MAYOM Akec
South Sudan,Min. of Transport,John LUK Jok
South Sudan,Min. of Water Resources & Irrigation,Sofia A. GAI
South Sudan,"Min. of Wildlife, Conservation, & Tourism",Jemma Nunu KUMBA
South Sudan,Min. of the Office of the Pres.,Mayik Ayii DENG
South Sudan,Min. of the Office of the Pres. for National Security Service,"Obuto Issac Mamur METE, Gen."
South Sudan,"Permanent Representative to the UN, New York",Akuei Bona MALWAL
South Sudan,Pres.,Salva KIIR Mayardit
South Sudan,Vice Pres.,James Wani IGGA
Spain,Ambassador to the US,Santiago CABANAS Ansorena
Spain,"Governor, Bank of Spain",Luis Maria LINDE de Castro
Spain,King,FELIPE VI
Spain,"Min. of Agriculture, Fishery, & Nutrition",Luis PLANAS Puchades
Spain,Min. of Culture & Sports,Jose GUIRAO Cabrera
Spain,Min. of Defense,Margarita ROBLES Fernandez
Spain,Min. of Ecological Transition,Teresa RIBERA Rodriguez
Spain,Min. of Economy & Business Affairs,Nadia CALVINO Santamaria
Spain,Min. of Education & Vocational Training; Govt. Spokesperson,Maria Isabel CELAA Dieguez
Spain,Min. of Finance,Maria Jesus MONTERO Cuadrado
Spain,"Min. of Foreign Affairs, EU, & Intl. Cooperation",Josep BORRELL Fontelles
Spain,Min. of Health & Social Welfare,Maria Luisa CARCEDO Roces
Spain,"Min. of Industry, Commerce, & Tourism",Reyes MAROTO Illera
Spain,Min. of Interior,Fernando GRANDE-MARLASKA Gomez
Spain,Min. of Justice,Dolores DELGADO Garcia
Spain,"Min. of Labor, Migration, & Social Security",Magdalena VALERIO Cordero
Spain,Min. of Public Works,Jose Luis ABALOS Meco
Spain,"Min. of Science, Innovation, & Universities",Pedro Francisco DUQUE
Spain,Min. of Territorial Policy & Relations with Autonomous Communities,Maritxell BATET Lamana
Spain,"Min. of the Presidency, Parliamentary Relations, & Equality",Maria del Carmen CALVO Poyato
Spain,"Permanent Representative to the UN, New York",Agustin SANTOS Maraver
Spain,Pres. of the Govt.,Pedro SANCHEZ Perez-Castejon
Spain,Vice Pres. of the Govt.,Maria del Carmen CALVO Poyato
Sri Lanka,Ambassador to the US,Prasad KARIYAWASAM
Sri Lanka,"Governor, Central Bank",Arjuna MAHENDRAN
Sri Lanka,Min. of Agriculture,Mahinda AMARAWEERA
Sri Lanka,Min. of Defense,Maithripala SIRISENA
Sri Lanka,Min. of Development Assignments,Thilak MARAPANA
Sri Lanka,Min. of Development Strategies & Intl. Trade,Malik SAMARAWICKREMA
Sri Lanka,Min. of Education,Akila Viraj KARIYAWASAM
Sri Lanka,Min. of Finance & Mass Media,Mangala Pinsiri SAMARAWEERA
Sri Lanka,Min. of Fisheries & Aquatic Resources Development & Rural Economy,Vijith Vijayamuni ZOYSA
Sri Lanka,Min. of Foreign Affairs,Thilak MARAPANA
Sri Lanka,"Min. of Health, Nutrition, & Indigenous Medicine",Rajitha SENRATHNE
Sri Lanka,Min. of Higher Education & Cultural Affairs,Wijedasa RAJAPAKSHE
Sri Lanka,Min. of Highways & Road Development,Kabir HASHIM
Sri Lanka,"Min. of Hill Country New Villages, Infrastructure, & Community Development",Udelappan Palani DIGAMBARAM
Sri Lanka,Min. of Home Affairs,Vajira ABEYWARDENA
Sri Lanka,Min. of Housing & Construction,Sajith PREMADASA
Sri Lanka,Min. of Industry & Commerce,Rishad BATHIYUTHEEN
Sri Lanka,Min. of Internal Affairs & Wayamba Development,S.B. NAVINNA
Sri Lanka,Min. of Irrigation & Water Resource Management & Disaster Management,Duminda DISSANAYAKE
Sri Lanka,Min. of Justice & Prison Reforms,Thalatha ATUKORALE
Sri Lanka,Min. of Labor & Trade Union Relations,Ravindra SAMARAWEERA
Sri Lanka,Min. of Lands,M. K. D. S. GUNAWARDENE
Sri Lanka,Min. of Lands & Parliamentary Reforms,Gayantha KARUNATILAKE
Sri Lanka,Min. of Law & Order,Ranjith Madduma BANDARA
Sri Lanka,Min. of Mahaweli Development & Environment,Maithripala SIRISENA
Sri Lanka,Min. of Megapolis & Western Development,Patali Champika RANAWAKA
Sri Lanka,"Min. of National Coexistence, Reconciliation, & Official Languages",Mano GANESAN
Sri Lanka,Min. of National Policies & Economic Affairs,Ranil WICKREMESINGHE
Sri Lanka,Min. of Petroleum Resources Development,Arjuna RANATUNGA
Sri Lanka,Min. of Plantation Industries,Navin DISSANAYAKE
Sri Lanka,Min. of Ports & Shipping,Mahinda SAMARASINGHE
Sri Lanka,"Min. of Posts, Postal Services, & Muslim Religious Affairs",Mohamed Hashim Abdul HALEEM
Sri Lanka,Min. of Power & Renewable Energy,Ranjith SIYAMBALAPITIYA
Sri Lanka,"Min. of Project Management, Youth Affairs, & Southern Development",Sagala RATNAYAKE
Sri Lanka,Min. of Provincial Councils & Local Govt.,Faiszer MUSTHAPHA
Sri Lanka,Min. of Public Admin. & Management,Ranjith Madduma BANDARA
Sri Lanka,Min. of Public Enterprise & Kandy Development,Kabir HASHIM
Sri Lanka,"Min. of Rehabilitation, Resettlement, Northern Development, & Hindu Religious Affairs",D.M. SWAMINATHAN
Sri Lanka,"Min. of Science, Technology, Research, Skills Development & Vocational Training, & Hill Country Heritage",Sarath AMUNUGAMA
Sri Lanka,Min. of Social Empowerment,P. HARRISON
Sri Lanka,Min. of Social Welfare & Primary Industries,Daya GAMAGE
Sri Lanka,Min. of Sports,Faiszer MUSTHAPHA
Sri Lanka,"Min. of Sustainable Development, Wildlife, & Regional Development",Sarath FONSEKA
Sri Lanka,Min. of Telecommunication & Digital Infrastructure,Harin FERNANDO
Sri Lanka,Min. of Tourism Development & Christian Religious Affairs,John A. E. AMARATHUNGA
Sri Lanka,Min. of Transport & Civil Aviation,Nimal Siripala de SILVA
Sri Lanka,Min. of Urban Planning & Water Supply,Rauf HAKEEM
Sri Lanka,Min. of Wildlife & Buddha Sasana,Gamini Jayawickrama PERERA
Sri Lanka,Min. of Women & Child Affairs,Chandrani BANDARA
Sri Lanka,"Permanent Representative to the UN, New York",Amrith Rohan PERERA
Sri Lanka,Pres.,Maithripala SIRISENA
Sri Lanka,Prime Min.,Ranil WICKREMESINGHE
Sudan,Attorney Gen.,Omer AHMED Mohamed
Sudan,"Charge d'Affaires, Embassy, Washington",Mohamed ATTA al-Moula Abbas
Sudan,First Vice Pres.,BAKRI Hassan Salih
Sudan,"Governor, Central Bank of Sudan",Mohamed Khair Ahmed al-ZUBAIR
Sudan,Min. at Decentralization Bureau,Faisal Hassan IBRAHIM
Sudan,Min. of Agriculture & Forestry,Hasaba Al-Nabi MUSSA
Sudan,Min. of Animal Resources,Beshara Jum'a ARU
Sudan,Min. of Cabinet Affairs,Ahmad Sa'd UMAR
Sudan,Min. of Council of Ministers,Hashim Ali Muhammad SALIM
